wool.jpg,381.31260871887207,knot,617,[3.0319036915898323],nematode,112,[4.542433097958565],tennis ball,853,[11.183430254459381]
wine_bottle.jpg,118.54839324951172,red wine,967,[1.2552273459732533],lotion,632,[8.925426006317139],wine bottle,908,[77.13304162025452]
stone_wall.jpg,118.71767044067383,lumbermill,635,[0.01667682226980105],megalith,650,[0.15238551422953606],stone wall,826,[99.11722540855408]
test 2.jpg,118.55912208557129,tiger cat,283,[8.048399537801743],tabby,282,[12.099940329790115],Egyptian cat,286,[68.82900595664978]
tractor.jpg,119.80915069580078,plow,731,[2.6407860219478607],harvester,596,[3.4557316452264786],tractor,867,[86.04528307914734]
sheperd.jpg,118.3323860168457,Labrador retriever,209,[2.5339918211102486],Chesapeake Bay retriever,210,[3.340385854244232],kuvasz,223,[33.627039194107056]
tv_2.jpg,119.17924880981445,web site,917,[3.746210038661957],lab coat,618,[9.046150743961334],lumbermill,635,[5.569107457995415]
tv.jpg,119.0958023071289,monitor,665,[4.89865206182003],screen,783,[22.98867255449295],television,852,[59.870362281799316]
test.jpg,118.41344833374023,tiger cat,283,[8.048399537801743],tabby,282,[12.099940329790115],Egyptian cat,286,[68.82900595664978]
tennis_ball.jpg,118.4225082397461,nail,678,[1.1532880365848541],bottlecap,456,[2.7222013100981712],tennis ball,853,[84.55619812011719]
