,image,inference time,label,index,value
0,/home/pi/sambashare/BacArbeit/randomized_iamges/0.jpg,8.854022530002112,[],[],[]
1,/home/pi/sambashare/BacArbeit/randomized_iamges/1.jpg,2.6027873149978404,[],[],[]
2,/home/pi/sambashare/BacArbeit/randomized_iamges/2.jpg,2.6096023850004713,[],[],[]
3,/home/pi/sambashare/BacArbeit/randomized_iamges/3.jpg,2.604824682999606,[],[],[]
4,/home/pi/sambashare/BacArbeit/randomized_iamges/4.jpg,2.6207042539972463,[],[],[]
5,/home/pi/sambashare/BacArbeit/randomized_iamges/5.jpg,2.6137045139985275,[],[],[]
6,/home/pi/sambashare/BacArbeit/randomized_iamges/6.jpg,2.5978238799980318,[],[],[]
7,/home/pi/sambashare/BacArbeit/randomized_iamges/7.jpg,2.603245058002358,[],[],[]
8,/home/pi/sambashare/BacArbeit/randomized_iamges/8.jpg,2.596913653000229,[],[],[]
9,/home/pi/sambashare/BacArbeit/randomized_iamges/9.jpg,2.6486631429979752,[],[],[]
